Korean,English
망원경을,Telescope
가는건,Go
덕분에요,Thanks
단단하게,Tightly
제닌이,Genin
오래되고,Old
펠로우,Fellow
받겠죠,I will receive it
다가갈,Approach
괜찮겠네요,It must be okay
그림의,Picture
아프가니스탄에서,In Afghanistan
버려서,Thrown away
수제,Handmade
당근을,Carrots
앞길을,The road ahead
스타일즈를,Styles
포털을,Portal
중단하고,Stop and
벽에다,Wall
전사는,Warrior
된다니,Is
책이죠,It's a book
측정,measurement
911입니다,This is 911
알람을,Alarm
총격전이,Shooting
되었다는,That
잔에,In the cup
심히,most
남편이요,Husband
뒈져,Sting
카지노에서,In the casino
날들이,Day
현재를,The present
계집을,Bitch
아이들에,Children
그만하죠,Stop it
프랑켄슈타인,Frankenstein
따릅니다,Follow
회복하고,Recovery
있자니,Zanni
배울게,Learn
잡았나,Have you caught
사건들,Events
것이라도,Even
떠나도,Even
지갑에,On the wallet
25일,25 days
브림,bream
증명하는,Proof
캐릭터가,The character
조지한테,To George
있으나,But
더기,Doubles
면전에,In the presence
아놀드는,Arnold
오자고,Let's come
계속하지,Continuing
약해서,Weakly
톰의,Tom
간게,Go
알파를,Alpha
왼손,Left hand
인간이란,What human
영화사,Film history
막강한,Mighty
갈아입을,Change
고든은,Gordon
잘못됐다는,It's wrong
바꿨지,I changed it
저라도,I
어느때보다,Than ever
대원이,Crew
끼어들고,In
결론에,Concluded
온몸이,All over the body
지팡이는,The cane is
존재하고,Exist
저깄다,There is
싸이,Psy
잡음이,Noise
요즘에,On days
충분하니까,Because it is enough
데릭에게,To Derek
창고가,Warehouse
몇달간,Several months
noah가,NOAH
있었는지는,Whether it was
구세주,Messiah
중부,Central
미안해하지,I'm sorry
춤이나,Dance
가져가야지,I have to take it
증거들을,Evidence
재밌었지,It was fun
있더라구,There was
호출에,Call
와보세요,Come
겁주지,Not terrible
생각해낸,Thinking
수사하고,Investigate
킹을,King
이것봐라,Look at this
수만은,Tens of thousands
겠는데,I
휘플,Whistle
결혼했죠,Married
뿐이었지,It was only
굼벵이,maggot
어울린다고,Suitable
도망친다,Run away
존재합니다,It exists
열받아,Pissing
스코복스,Skobox
의회가,Parliament
줄기세포,Stem Cells
좋아하기,Liking
오려면,To cut
나아질거야,It will be better
들어주고,Listen
주제로,On topic
쥬스,Juice
구매,purchase
당신과의,With you
댓가가,Price
뭐할,What to do
나보단,Rather than me
병동에,In the ward
보여드려,Show
기간을,The period
야아,Yah
시비를,Fertilization
시간이죠,Time
예술에,In art
알아들을,To understand
피트는,Pitt is
접근중,Approach
엠마를,Emma
해군을,Navy
힘내라,cheer up
최악이었어,It was the worst
가난하고,Poorly
아틀라스,Atlas
바라는데,I hope
받았거든요,I got it
프로포즈를,Proposal
몇개는,Some
빠졌을,It must have been missing
4만,"40,000"
추적은,The tracking
이랬죠,It was like this
미친년아,Crazy bitch
달러입니다,It's dollar
반지도,Ring map
보내줬어요,I sent it
서기,clerk
수중,Underwater
교환을,Exchange
감사했어요,Thank you
10분이면,10 minutes
돌아갔을,I must have gone back
태어났죠,Born
출입을,Access
공공의,Public
실험의,Experimental
그렇다니,Yes
죽겠군,I will die
동업자,fellow trader
후방,rear
계속되고,Continuing
지나가다,Pass by
꺼주세요,Please turn it off
권위를,Authority
끄면,Turn off
호들갑,Fuss
잃었지만,I lost
외부에,Outside
프린스,Prince
조한슨,Johansson
취미를,Hobbies
서울로,Seoul
보냈나,Have you sent it
우리에게서,From us
굉장하네,It's amazing
절대요,Absolute
끼지,Cumbersome
서명만,Signature only
졸라의,Zola
안됐다고,Not
믿거든요,I believe it
안좋은데,Not good
이후부터,Afterwards
드라고,Draw
미쳴,Mi
아시아에,Asia
것만으로,With just
로즈랑,Rose Lang
옷장에서,In the closet
보냈거든,I sent it
바보들,stupid guys
주려,To be given
고전적인,Classic
시비,dispute
끌어낼,Pull
보이십니까,Do you see
떠나기로,To leave
위험하단,Risk
방법이다,It is a method
탄약이,Ammo
오겠어,I will come
마이크한테,To the microphone
골절은,The fracture
애요,Ah
연인은,Lovers
기대하진,Anticipated
농부,farmer
책상을,Desk
편지로,By letter
봤구나,I saw it
풋내기,punk
붙였어요,I put it on
뜨자,Floating
있질,Inquisition
픽업,pick up
촬영하는,Shooting
전입니다,It is before
퇴원할,To be discharged
딱이네,Perfect
안들려요,I can not hear
뿐이지만,Only
매튜가,Matthew
보인다면,If it is seen
세웠어요,I set it up
걸수도,Even
튀긴,Fried
풀렸어요,It's released
이산화탄소,carbon dioxide
유감이예요,I'm sorry
잘거야,I will sleep
컨디션,Condition
방식이죠,It's a way
자지도,Self -map
관뒀어,Quit
즐거움이,Pleasure
미아가,Miaga
맥콜,McCall
진입해,Entry
나간다면,If you go out
보려,Tries to see
날아갔어,Fly
싫었던,Disgusted
초상화,portrait
켜요,Turn on
제복,Uniform
지불해야,You have to pay
17일,17 days
적응할,To adapt
마누엘,Manuel
겁주려는,Scary
용서하게,Forgively
간다구,Kanda
오셨을,You must have come
2007년,2007
폭력이,Violence
협박이,Threat
이쯤,At this point
침공,Invasion
라게르타,Lagerta
원을,Circle
요트를,Yacht
바보냐,Stupid
온도는,The temperature is
둘러보세요,Look around
나오잖아,It comes out
반스,Barnes
믿든,Believed
스파이로,Spy
신기하지,It's amazing
정보국,Intelligence
티타늄,titanium
떼라고,Say off
살려내,Saved
지원한,Supported
하원,House of Representatives
홀린,spellbound
사람이었지,It was a person
변했죠,It has changed
미힐,Mihil
백년,Hundred years
읽었지,I read it
경비원을,Security guard
사귀지,Dating
바늘이,Needle
배짱도,Gut
드려서,In
방어할,Defense
명령하는,Commanding
적응이,Adaptation
치곤,Hungry
해줍니다,Do it
2주나,2 weeks
위치도,Location
들떠있어,Overwhelmed
마치겠습니다,I'll finish it
태우러,Burning
보시겠습니까,Will you see
찾아오는,Come -up
상세히,in detail
부함장,Vice chairman
쿠키의,Cookie
늦고,Late
훈련받은,Trained
말았으면,If you
도울거야,I'll help you
될줄,Beyond
돼가는,Gonad
고의는,Intentional
구했다고,Save it
크라울리가,Crowuli
무시,ignore
끝내자고,Let's finish
지나간다,Pass
눈에도,Even in the eyes
상처의,Wounded
오랜만이네요,long time no see
차원에서,At a dimension
요하네스,Johannes
괜찮았지,It was okay
환영받지,Welcome
인연은,Ties
아시잖습니까,Do you know
생사가,Lifetime
선원,sailor
도와주겠다고,I will help you
나아지게,Better
아니카가,Anikaga
뻔뻔한,bold
아스트라,Astra
혼란이,Confusion
극도의,Extreme
언니와,Sister
때문만은,Only because
줄지,Or
참으면,If you endure
맡았던,In charge
전단지를,Flyer
호스트는,The host
에크버트,Ekbert
얽힌,haywire
머시아,Mercia
다르네요,It's different
둘째는,Secondly
컴퓨터도,Computer
술만,Alcohol
너란,You
아프간,Afghanistan
마찬가지요,The same
멍청이들이,The idiots
버틸수,Number of times
친구라도,Even a friend
자유는,Freedom
슬퍼하고,Sadly
떠나야만,Only leave
괴물이라고,A monster
아랫층에,Downstairs
연결해줘,Connect
살인도,Murder
건강하지,Not healthy
로웨나,Loena
추진기,Propeller
모습입니다,It is a appearance
끝났네요,It's over
10배는,10 times
다니는지,Whether you go
엔터프라이즈,Enterprise
복잡해서,Complicated
기다리십니다,Waiting
약물에,In the drug
수액을,Sap
웬델,Wendel
변태야,Kinky
암울한,Gloomy
것이었죠,It was
팁은,The tip
얼마전,lately
판사한테,To the judge
콧수염,mustache
그리던,Drawn
오라구,Auragu
종교의,Religious
지났다,Passed
맹세했어,I sweared
친위대,bodyguard
아군이,Ally
사람이었고,It was a person
누구십니까,who are you
협정에,In the agreement
좋았거든,Good
말여,Word
슈퍼스타,superstar
솔로웨이씨,Solo Way
편에서,On the side
이삭,ear
웃는다,Laughing
알겠음,Okay
투명한,transparent
따르게,Follow -up
쫓겨날,Kicked
돌아가셔서,Back
5인치,5 inches
벤튼은,Benton
없애버릴,Eliminate
끌어들인,Pulled
대통령님이,President
빵이,Bread
말한걸,Saying
어색해,Awkward
맡겨도,Even if you leave it
저자,author
생각이군,Thinking
호스를,Hose
그럴순,That
미친놈아,Crazy guy
거북이가,Turtle
건전한,sound
닫았어,Closed
다툼이,Quarrel
클락이,Clark
종족은,The race
테드가,Tedga
미군이,US military
맡겨요,Leave it
시간안에,In time
진화,Evolution
끄세요,Turn off
웃기잖아,It's funny
리허설을,Rehearsal
근처로,Nearby
똥구멍,anus
하나랑,Hana
걔네한테,To them
보름달,full moon
사랑했다면,If you loved
파랑,blue
떠나려,Leave
포스와,Force and
풀어주는,Loose
필요하대요,I need it
못하다고,I can't
털도,Fur
클립을,Clip
빅은,Big
전투는,The battle is
간호사랑,Nursing love
세탁물,laundry
도망가요,Run away
나가실,Go out
신장은,The kidney
처음이었어요,It was the first time
이것보단,Rather
몰랐다면,If you didn't know
저기를,There
파는데,I sell it
사망시각,Death
흘리게,Shed
자격증,certificate
이러다간,Like this
스토리,story
애인은,The lover
죽여주마,Kill
평범해,Ordinary
편인데,On the side
헤밍웨이,Hemingway
뒤돌아서,Back
17번,17
숨쉴,Breathe
유진은,Eugene
끝이지,It's the end
서봐,Stand
진동,vibration
뜨기,Floating
빌딩을,Building
모르,Do not know
여정은,Journey
이분들이,These guys
외로워요,I'm lonely
주석,annotation
죽으신,Died
마그누센,Magnusen
불안해요,I'm anxious
시체들이,Dads
동반한,Accompanied
조용하네요,Quiet
보너스,bonus
아이들한테,To the children
만난지,Meeting
모델을,Model
아침으로,In the morning
오신것을,What you came
남자친구도,Boyfriend
자는게,Sleeping
울리지,Ringing
말하기가,Speaking
고객들을,Customers
소녀들은,Girls
교실,classroom
인기를,Popularity
식당으로,In a restaurant
스타를,Star
테아,Thea
일어나지도,Might
영자,English
이례적인,Unusual
방세를,Leave the tax
주거든,Mandarin
50가지,50
달린다,Run
이름이요,Name
북동쪽,northeastward
높을,High
아픈가요,Is it sick?
데려가줘,Take me
씨스코,Sisco
오래요,Long
시각이,Vision
먹기지,Eaten
수천명이,Thousands
올수,All water
신기해,Interesting
하겠단,I will
하비가,Harvey
날아라제시,Fly
진다면,If
재앙,disaster
친구군,Friend
정전이,Blackout
것뿐입니다,It's just
하시려고요,To do it
아무때나,Any time
관해서요,About
베리티는,Veritary
탑승해,Board
있을걸세,There will be
갈거다,Go
여편네가,The woman
보냈다는,Send it
인상이,Impression
음모가,Conspirator
기금,Funding
내버려뒀어,I left it
대포를,Cannon
이용하여,using
일러요,I tell you
괴물들,Monsters
믿진,Believed
가리는,choosey
벌처,Vulbus
착하네,Good
일어나자,When you wake up
들렸는데,I heard it
뒤로하고,Leave behind
프란시스와,Francis and
넘었어요,It's over
이해하는데,I understand
총들을,Guns
박스는,Box
사실은요,Actually
빠지기,Falling
수술과,Surgery and
증명하지,Not prove
주마리씨,Zumari
청소해,Cleaning
촬영하고,Shooting
거래도,Transaction
시각으로,In time
구티레즈,Gutires
위로해,Comfort
이따금,sometimes
했던게,What I did
태어났다고,I was born
유난히,Unusually
사용하는지,Used
피부과,Dermatology
약속했지,I promised
신나서,Exciting
거주,residence
했는가,Did you
벌금을,Fines
이용해요,Use
맞다니까,That's right
특수한,Special
땄어요,I got it
수면제,sleeping pills
전선이,Front
침실에서,In the bedroom
구입한,Purchased
보이던데요,I saw it
달렸습니다,Run
명령할,Order to be ordered
의원님을,Representatives
모델은,The model
타이가,Taiga
피난,refuge
간판,Sign
녀석들의,Guys
무모하고,Recklessly
남자잖아,It's a man
친해질,Get acquainted
미국인의,American
타입이야,Type
종교에,In religion
피치,pitch
외로울,Loneliness
시간마다,Every hour
볼륨,volume
산티아고,Santiago
망신,discredit
혈안이,Eager
10분만,10 minutes
패배,Defeat
복사,copy
잘됐지,Well done
제지,restraint
선발,Selection
운다,Crying
남편이고,Husband and
위원회의,Committee
처리를,Processing
나왔네요,It came out
징그러운,gross
올라올,Come up
거였다,It was
자살했어,Suicide
설치되어,Installed
헌트한테,To Hunt
사실입니까,Is it true
